Feature.ID	sample_id	abundance	coupon_id	site	catridge_id	substrate	experiment_type	cartridge_volume	level	Sample Type	Volume Sampled (mL or g)	Date Deployed	Date Sampled	Taxon	Confidence	domain	phylum	class	order	family	genus	species
754c2b04cdaa94bf0e466e482b30d3b9	17.DeMMO1.tube8.12Dec2019	0.03370691834499031	D1T8exp	D1	8	Yates	rep	medium	800	cartridge	0.98	10-Jun-19	12-Dec-19	d__Bacteria	0.9999994387587581	Bacteria	NA	NA	NA	NA	NA	NA
755be67209c542b21cb6f2fd49b77f95	10.DeMMO1.tube1.12Dec2019	0.006320047189685683	D1T1exp	D1	1	Poorman	exp	medium	800	cartridge	0.97	10-Jun-19	12-Dec-19	d__Archaea; p__Micrarchaeota; c__Micrarchaeia; o__Micrarchaeales; f__Micrarchaeales; g__Micrarchaeales; s__uncultured_archaeon	0.9938012166297293	Archaea	Micrarchaeota	Micrarchaeia	 Micrarchaeales	Micrarchaeales	Micrarchaeales	uncultured_archaeon
755be67209c542b21cb6f2fd49b77f95	13.DeMMO1.tube4.12Dec2019	0.031600235948428416	D1T4exp	D1	4	Ellison	rep	medium	800	cartridge	0.99	10-Jun-19	12-Dec-19	d__Archaea; p__Micrarchaeota; c__Micrarchaeia; o__Micrarchaeales; f__Micrarchaeales; g__Micrarchaeales; s__uncultured_archaeon	0.9938012166297293	Archaea	Micrarchaeota	Micrarchaeia	 Micrarchaeales	Micrarchaeales	Micrarchaeales	uncultured_archaeon
7585007f54f45677feb7db2f29f8ae80	7.DeMMO1.steri2.10June2019	0.016853459172495155	D1fluid	D1	NA	fluid	rep	NA	800	sterivex	1000	NA	10-Jun-19	d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrosotaleales; f__Nitrosotaleaceae; g__Nitrosotaleaceae; s__uncultured_archaeon	0.9665039062491945	Archaea	Crenarchaeota	Nitrososphaeria	 Nitrosotaleales	Nitrosotaleaceae	Nitrosotaleaceae	uncultured_archaeon
7585007f54f45677feb7db2f29f8ae80	1.DeMMO1.steri2.12Dec2019	0.01896014156905705	D1fluid	D1	NA	fluid	exp	NA	800	sterivex	1000	NA	12-Dec-19	d__Archaea; p__Crenarchaeota; c__Nitrososphaeria; o__Nitrosotaleales; f__Nitrosotaleaceae; g__Nitrosotaleaceae; s__uncultured_archaeon	0.9665039062491945	Archaea	Crenarchaeota	Nitrososphaeria	 Nitrosotaleales	Nitrosotaleaceae	Nitrosotaleaceae	uncultured_archaeon
75c09bffab43d84283c7d360c537ebb3	9.DeMMO3.steri.11June2019	0.10112075503497092	D3fluid	D3	NA	fluid	rep	NA	2000	sterivex	1000	NA	11-Jun-19	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia	0.866283554075252	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
75c09bffab43d84283c7d360c537ebb3	22.DeMMO3.Tube13.9Dec2019	0.4613634448470548	D3T13exp	D3	13	Poorman	exp	medium	2000	cartridge	1	11-Jun-19	9-Dec-19	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia	0.866283554075252	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
75c09bffab43d84283c7d360c537ebb3	23.DeMMO3.Tube14.9Dec2019	0.6446448133479397	D3T14rep	D3	14	Poorman	rep	medium	2000	cartridge	0.97	11-Jun-19	9-Dec-19	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia	0.866283554075252	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
75c09bffab43d84283c7d360c537ebb3	24.DeMMO3.Tube15.9Dec2019	0.6804584140894919	D3T15exp	D3	15	Ellison	exp	medium	2000	cartridge	1.02	11-Jun-19	9-Dec-19	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia	0.866283554075252	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
75c09bffab43d84283c7d360c537ebb3	25.DeMMO3.Tube16.9Dec2019	0.6130445773995112	D3T16exp	D3	16	Ellison	rep	medium	2000	cartridge	1.01	11-Jun-19	9-Dec-19	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia	0.866283554075252	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
75c09bffab43d84283c7d360c537ebb3	26.DeMMO3.Tube17.9Dec2019	0.6277913541754445	D3T17exp	D3	17	Homestake	exp	medium	2000	cartridge	1.02	11-Jun-19	9-Dec-19	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia	0.866283554075252	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
75c09bffab43d84283c7d360c537ebb3	27.DeMMO3.Tube18.9Dec2019	0.6130445773995112	D3T18exp	D3	18	Homestake	rep	medium	2000	cartridge	0.97	11-Jun-19	9-Dec-19	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia	0.866283554075252	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
75c09bffab43d84283c7d360c537ebb3	28.DeMMO3.Tube19.9Dec2019	0.38762956096738854	D3T19rep	D3	19	Yates	exp	medium	2000	cartridge	0.95	11-Jun-19	9-Dec-19	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia	0.866283554075252	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
75c09bffab43d84283c7d360c537ebb3	29.DeMMO3.Tube20.9Dec2019	0.4065897025364456	D3T20rep	D3	20	Yates	rep	medium	2000	cartridge	1.01	11-Jun-19	9-Dec-19	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia	0.866283554075252	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
75c09bffab43d84283c7d360c537ebb3	3.DeMMO3.steri.9Dec2019	0.5224572343473498	D3fluid	D3	NA	fluid	exp	NA	2000	sterivex	1000	NA	9-Dec-19	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia	0.866283554075252	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
75c09bffab43d84283c7d360c537ebb3	30.DeMMO3.Tube21.9Dec2019	0.4613634448470548	D3T21cont	D3	21	sand	exp	medium	2000	cartridge	0.96	11-Jun-19	9-Dec-19	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia	0.866283554075252	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
75c09bffab43d84283c7d360c537ebb3	31.DeMMO3.Tube22.9Dec2019	0.3623493722086458	D3T22cont	D3	22	sand	rep	large	2000	cartridge	0.95	11-Jun-19	9-Dec-19	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia	0.866283554075252	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA	NA
75cfafb504d88991e15df1c2fabbf5a4	7.DeMMO1.steri2.10June2019	0.027386871155304627	D1fluid	D1	NA	fluid	rep	NA	800	sterivex	1000	NA	10-Jun-19	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.8305283804135414	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
75cfafb504d88991e15df1c2fabbf5a4	1.DeMMO1.steri2.12Dec2019	0.021066823965618944	D1fluid	D1	NA	fluid	exp	NA	800	sterivex	1000	NA	12-Dec-19	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.8305283804135414	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
75cfafb504d88991e15df1c2fabbf5a4	12.DeMMO1.tube3.12Dec2019	0.004213364793123789	D1T3rep	D1	3	Ellison	exp	medium	800	cartridge	1.01	10-Jun-19	12-Dec-19	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.8305283804135414	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
75cfafb504d88991e15df1c2fabbf5a4	13.DeMMO1.tube4.12Dec2019	0.01896014156905705	D1T4exp	D1	4	Ellison	rep	medium	800	cartridge	0.99	10-Jun-19	12-Dec-19	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.8305283804135414	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
75cfafb504d88991e15df1c2fabbf5a4	17.DeMMO1.tube8.12Dec2019	0.031600235948428416	D1T8exp	D1	8	Yates	rep	medium	800	cartridge	0.98	10-Jun-19	12-Dec-19	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.8305283804135414	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
75eb733b083476103f42e2dc108a2d90	13.DeMMO1.tube4.12Dec2019	0.016853459172495155	D1T4exp	D1	4	Ellison	rep	medium	800	cartridge	0.99	10-Jun-19	12-Dec-19	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales; f__GW2011_GWC1_47_15; g__GW2011_GWC1_47_15; s__uncultured_archaeon	0.9788125610169702	Archaea	Nanoarchaeota	Nanoarchaeia	 Woesearchaeales	GW2011_GWC1_47_15	GW2011_GWC1_47_15	uncultured_archaeon
75f0856081ca7e484b8f56d484c174bc	10.DeMMO1.tube1.12Dec2019	0.0021066823965618943	D1T1exp	D1	1	Poorman	exp	medium	800	cartridge	0.97	10-Jun-19	12-Dec-19	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Gracilibacteria; f__Gracilibacteria; g__Gracilibacteria; s__uncultured_Compostimonas	0.9996482704564726	Bacteria	Patescibacteria	Gracilibacteria	 Gracilibacteria	Gracilibacteria	Gracilibacteria	uncultured_Compostimonas
75fb468b31dc5fa3be14bcb900de3a0c	1.DeMMO1.steri2.12Dec2019	0.008426729586247577	D1fluid	D1	NA	fluid	exp	NA	800	sterivex	1000	NA	12-Dec-19	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__Dehalococcoidales; f__uncultured; g__uncultured; s__uncultured_bacterium	0.9890790487099179	Bacteria	Chloroflexi	Dehalococcoidia	 Dehalococcoidales	uncultured	uncultured	uncultured_bacterium
7630ac0fe0d05d414a2f168dd6a88c15	1.DeMMO1.steri2.12Dec2019	0.05056037751748546	D1fluid	D1	NA	fluid	exp	NA	800	sterivex	1000	NA	12-Dec-19	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiomicrospirales; f__Thioglobaceae; g__SUP05_cluster	0.9978375724933978	Bacteria	Proteobacteria	Gammaproteobacteria	 Thiomicrospirales	Thioglobaceae	SUP05_cluster	NA
7630ac0fe0d05d414a2f168dd6a88c15	12.DeMMO1.tube3.12Dec2019	0.04424033032779978	D1T3rep	D1	3	Ellison	exp	medium	800	cartridge	1.01	10-Jun-19	12-Dec-19	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiomicrospirales; f__Thioglobaceae; g__SUP05_cluster	0.9978375724933978	Bacteria	Proteobacteria	Gammaproteobacteria	 Thiomicrospirales	Thioglobaceae	SUP05_cluster	NA
7630ac0fe0d05d414a2f168dd6a88c15	13.DeMMO1.tube4.12Dec2019	0.054773742310609254	D1T4exp	D1	4	Ellison	rep	medium	800	cartridge	0.99	10-Jun-19	12-Dec-19	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiomicrospirales; f__Thioglobaceae; g__SUP05_cluster	0.9978375724933978	Bacteria	Proteobacteria	Gammaproteobacteria	 Thiomicrospirales	Thioglobaceae	SUP05_cluster	NA
7630ac0fe0d05d414a2f168dd6a88c15	16.DeMMO1.tube7.12Dec2019	0.021066823965618944	D1T7rep	D1	7	Yates	exp	medium	800	cartridge	0.96	10-Jun-19	12-Dec-19	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiomicrospirales; f__Thioglobaceae; g__SUP05_cluster	0.9978375724933978	Bacteria	Proteobacteria	Gammaproteobacteria	 Thiomicrospirales	Thioglobaceae	SUP05_cluster	NA
7630ac0fe0d05d414a2f168dd6a88c15	23.DeMMO3.Tube14.9Dec2019	0.05898710710373304	D3T14rep	D3	14	Poorman	rep	medium	2000	cartridge	0.97	11-Jun-19	9-Dec-19	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiomicrospirales; f__Thioglobaceae; g__SUP05_cluster	0.9978375724933978	Bacteria	Proteobacteria	Gammaproteobacteria	 Thiomicrospirales	Thioglobaceae	SUP05_cluster	NA
7630ac0fe0d05d414a2f168dd6a88c15	27.DeMMO3.Tube18.9Dec2019	0.04002696553467599	D3T18exp	D3	18	Homestake	rep	medium	2000	cartridge	0.97	11-Jun-19	9-Dec-19	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiomicrospirales; f__Thioglobaceae; g__SUP05_cluster	0.9978375724933978	Bacteria	Proteobacteria	Gammaproteobacteria	 Thiomicrospirales	Thioglobaceae	SUP05_cluster	NA
7630ac0fe0d05d414a2f168dd6a88c15	29.DeMMO3.Tube20.9Dec2019	0.021066823965618944	D3T20rep	D3	20	Yates	rep	medium	2000	cartridge	1.01	11-Jun-19	9-Dec-19	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiomicrospirales; f__Thioglobaceae; g__SUP05_cluster	0.9978375724933978	Bacteria	Proteobacteria	Gammaproteobacteria	 Thiomicrospirales	Thioglobaceae	SUP05_cluster	NA
7630ac0fe0d05d414a2f168dd6a88c15	31.DeMMO3.Tube22.9Dec2019	0.031600235948428416	D3T22cont	D3	22	sand	rep	large	2000	cartridge	0.95	11-Jun-19	9-Dec-19	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Thiomicrospirales; f__Thioglobaceae; g__SUP05_cluster	0.9978375724933978	Bacteria	Proteobacteria	Gammaproteobacteria	 Thiomicrospirales	Thioglobaceae	SUP05_cluster	NA
7630f3d6a248de0a314e37ffb54d62f1	31.DeMMO3.Tube22.9Dec2019	0.006320047189685683	D3T22cont	D3	22	sand	rep	large	2000	cartridge	0.95	11-Jun-19	9-Dec-19	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__AKAU3564_sediment_group; g__AKAU3564_sediment_group	0.9999986047862386	Bacteria	Planctomycetota	Phycisphaerae	 Phycisphaerales	AKAU3564_sediment_group	AKAU3564_sediment_group	NA
763353253d1073f97703cc4efb8c5a3f	10.DeMMO1.tube1.12Dec2019	0.02528018875874273	D1T1exp	D1	1	Poorman	exp	medium	800	cartridge	0.97	10-Jun-19	12-Dec-19	d__Bacteria; p__Nitrospinota; c__P9X2b3D02; o__P9X2b3D02; f__P9X2b3D02; g__P9X2b3D02	0.9999999220272822	Bacteria	Nitrospinota	P9X2b3D02	 P9X2b3D02	P9X2b3D02	P9X2b3D02	NA
7651533209b2f717066adc753fd00db1	3.DeMMO3.steri.9Dec2019	0.010533411982809472	D3fluid	D3	NA	fluid	exp	NA	2000	sterivex	1000	NA	9-Dec-19	d__Bacteria; p__Myxococcota; c__Polyangia; o__PS-B29; f__PS-B29; g__PS-B29; s__uncultured_bacterium	0.999181653350683	Bacteria	Myxococcota	Polyangia	 PS-B29	PS-B29	PS-B29	uncultured_bacterium
7658586b0fe32846e5bc5b534a869831	12.DeMMO1.tube3.12Dec2019	0.031600235948428416	D1T3rep	D1	3	Ellison	exp	medium	800	cartridge	1.01	10-Jun-19	12-Dec-19	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Gallionellaceae	0.997944458088763	Bacteria	Proteobacteria	Gammaproteobacteria	 Burkholderiales	Gallionellaceae	NA	NA
7658586b0fe32846e5bc5b534a869831	13.DeMMO1.tube4.12Dec2019	0.031600235948428416	D1T4exp	D1	4	Ellison	rep	medium	800	cartridge	0.99	10-Jun-19	12-Dec-19	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Gallionellaceae	0.997944458088763	Bacteria	Proteobacteria	Gammaproteobacteria	 Burkholderiales	Gallionellaceae	NA	NA
7658586b0fe32846e5bc5b534a869831	14.DeMMO1.tube5.12Dec2019	0.01474677677593326	D1T5exp	D1	5	Homestake	exp	medium	800	cartridge	0.97	10-Jun-19	12-Dec-19	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Gallionellaceae	0.997944458088763	Bacteria	Proteobacteria	Gammaproteobacteria	 Burkholderiales	Gallionellaceae	NA	NA
765e0d2456b8e09a1f0d1149d3ecd5f8	1.DeMMO1.steri2.12Dec2019	0.016853459172495155	D1fluid	D1	NA	fluid	exp	NA	800	sterivex	1000	NA	12-Dec-19	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__CG1-02-42-13; f__CG1-02-42-13; g__CG1-02-42-13; s__Parcubacteria_group	0.9999999999345732	Bacteria	Patescibacteria	Parcubacteria	 CG1-02-42-13	CG1-02-42-13	CG1-02-42-13	Parcubacteria_group
7673eaca77d1eedb04c65591b64ccfae	1.DeMMO1.steri2.12Dec2019	0.012640094379371365	D1fluid	D1	NA	fluid	exp	NA	800	sterivex	1000	NA	12-Dec-19	d__Bacteria; p__Patescibacteria; c__ABY1; o__Candidatus_Kerfeldbacteria; f__Candidatus_Kerfeldbacteria; g__Candidatus_Kerfeldbacteria; s__uncultured_bacterium	0.7654426148931164	Bacteria	Patescibacteria	ABY1	 Candidatus_Kerfeldbacteria	Candidatus_Kerfeldbacteria	Candidatus_Kerfeldbacteria	uncultured_bacterium
7673eaca77d1eedb04c65591b64ccfae	17.DeMMO1.tube8.12Dec2019	0.027386871155304627	D1T8exp	D1	8	Yates	rep	medium	800	cartridge	0.98	10-Jun-19	12-Dec-19	d__Bacteria; p__Patescibacteria; c__ABY1; o__Candidatus_Kerfeldbacteria; f__Candidatus_Kerfeldbacteria; g__Candidatus_Kerfeldbacteria; s__uncultured_bacterium	0.7654426148931164	Bacteria	Patescibacteria	ABY1	 Candidatus_Kerfeldbacteria	Candidatus_Kerfeldbacteria	Candidatus_Kerfeldbacteria	uncultured_bacterium
76a5166e8ed1a6449e6f4b174ef2d757	17.DeMMO1.tube8.12Dec2019	0.01474677677593326	D1T8exp	D1	8	Yates	rep	medium	800	cartridge	0.98	10-Jun-19	12-Dec-19	d__Bacteria; p__NKB15; c__NKB15; o__NKB15; f__NKB15; g__NKB15; s__uncultured_bacterium	0.9999999963273751	Bacteria	NKB15	NKB15	 NKB15	NKB15	NKB15	uncultured_bacterium
76ac8f99ab3e9b5e2c1d3f21b870e666	13.DeMMO1.tube4.12Dec2019	0.004213364793123789	D1T4exp	D1	4	Ellison	rep	medium	800	cartridge	0.99	10-Jun-19	12-Dec-19	d__Bacteria; p__Chloroflexi; c__Dehalococcoidia; o__Dehalococcoidales; f__Dehalococcoidaceae; g__Dehalogenimonas	0.9999975307739338	Bacteria	Chloroflexi	Dehalococcoidia	 Dehalococcoidales	Dehalococcoidaceae	Dehalogenimonas	NA
76c25f884f6d7b6a60e569e665221714	7.DeMMO1.steri2.10June2019	0.0021066823965618943	D1fluid	D1	NA	fluid	rep	NA	800	sterivex	1000	NA	10-Jun-19	d__Bacteria; p__Patescibacteria; c__ABY1	0.9974701102939615	Bacteria	Patescibacteria	ABY1	NA	NA	NA	NA
76cb01bbe576885bdd97c8b80944d1be	27.DeMMO3.Tube18.9Dec2019	0.006320047189685683	D3T18exp	D3	18	Homestake	rep	medium	2000	cartridge	0.97	11-Jun-19	9-Dec-19	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__AKAU3564_sediment_group; g__AKAU3564_sediment_group; s__uncultured_bacterium	0.7172883603244878	Bacteria	Planctomycetota	Phycisphaerae	 Phycisphaerales	AKAU3564_sediment_group	AKAU3564_sediment_group	uncultured_bacterium
76d1031f031d1974f6eab39c6f6eee14	1.DeMMO1.steri2.12Dec2019	0.006320047189685683	D1fluid	D1	NA	fluid	exp	NA	800	sterivex	1000	NA	12-Dec-19	d__Bacteria; p__Verrucomicrobiota; c__Lentisphaeria; o__Victivallales	0.9996740674563175	Bacteria	Verrucomicrobiota	Lentisphaeria	 Victivallales	NA	NA	NA
76d5f0d24630e8bf32e6ce649d5ee097	10.DeMMO1.tube1.12Dec2019	0.008426729586247577	D1T1exp	D1	1	Poorman	exp	medium	800	cartridge	0.97	10-Jun-19	12-Dec-19	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales	0.9869872991851478	Archaea	Nanoarchaeota	Nanoarchaeia	 Woesearchaeales	NA	NA	NA
76d5f0d24630e8bf32e6ce649d5ee097	18.DeMMO1.tube9.12Dec2019	0.01896014156905705	D1T9cont	D1	9	sand	exp	medium	800	cartridge	0.98	10-Jun-19	12-Dec-19	d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Woesearchaeales	0.9869872991851478	Archaea	Nanoarchaeota	Nanoarchaeia	 Woesearchaeales	NA	NA	NA
76f93d953669077c2e89e2a50b65599b	1.DeMMO1.steri2.12Dec2019	0.006320047189685683	D1fluid	D1	NA	fluid	exp	NA	800	sterivex	1000	NA	12-Dec-19	d__Bacteria; p__Verrucomicrobiota; c__Omnitrophia; o__Omnitrophales; f__Omnitrophaceae; g__Candidatus_Omnitrophus; s__uncultured_bacterium	0.9943988629762623	Bacteria	Verrucomicrobiota	Omnitrophia	 Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	uncultured_bacterium
7727eedee89f73ebb5c731edde5b2840	13.DeMMO1.tube4.12Dec2019	0.004213364793123789	D1T4exp	D1	4	Ellison	rep	medium	800	cartridge	0.99	10-Jun-19	12-Dec-19	d__Bacteria	0.9996403725133453	Bacteria	NA	NA	NA	NA	NA	NA
7747b9aca087113a417379552aafe0cc	24.DeMMO3.Tube15.9Dec2019	0.008426729586247577	D3T15exp	D3	15	Ellison	exp	medium	2000	cartridge	1.02	11-Jun-19	9-Dec-19	d__Bacteria; p__Patescibacteria; c__ABY1; o__Candidatus_Magasanikbacteria; f__Candidatus_Magasanikbacteria; g__Candidatus_Magasanikbacteria; s__uncultured_soil	0.9799523566385312	Bacteria	Patescibacteria	ABY1	 Candidatus_Magasanikbacteria	Candidatus_Magasanikbacteria	Candidatus_Magasanikbacteria	uncultured_soil
77676c4b97ae618b77c8ca5c2899a4fe	7.DeMMO1.steri2.10June2019	0.0021066823965618943	D1fluid	D1	NA	fluid	rep	NA	800	sterivex	1000	NA	10-Jun-19	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidetes_VC2.1_Bac22; f__Bacteroidetes_VC2.1_Bac22; g__Bacteroidetes_VC2.1_Bac22; s__metagenome	0.9999999859940233	Bacteria	Bacteroidota	Bacteroidia	 Bacteroidetes_VC2.1_Bac22	Bacteroidetes_VC2.1_Bac22	Bacteroidetes_VC2.1_Bac22	metagenome
77752a425820679e640f4570c4d5088c	11.DeMMO1.tube2.12Dec2019	0.006320047189685683	D1T2rep	D1	2	Poorman	rep	medium	800	cartridge	0.94	10-Jun-19	12-Dec-19	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Hyphomicrobium	0.9207111487359753	Bacteria	Proteobacteria	Alphaproteobacteria	 Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	NA
77b150b9d566b41a1c4bd029f8bdc13c	14.DeMMO1.tube5.12Dec2019	0.008426729586247577	D1T5exp	D1	5	Homestake	exp	medium	800	cartridge	0.97	10-Jun-19	12-Dec-19	d__Bacteria; p__Armatimonadota; c__DG-56; o__DG-56; f__DG-56; g__DG-56; s__uncultured_bacterium	0.8184201162925402	Bacteria	Armatimonadota	DG-56	 DG-56	DG-56	DG-56	uncultured_bacterium
77b36b0616f7d48ff59788e3d3a71097	17.DeMMO1.tube8.12Dec2019	0.0021066823965618943	D1T8exp	D1	8	Yates	rep	medium	800	cartridge	0.98	10-Jun-19	12-Dec-19	d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_planctomycete	0.9725333209288732	Bacteria	Latescibacterota	Latescibacterota	 Latescibacterota	Latescibacterota	Latescibacterota	uncultured_planctomycete
77b5bab93450a8b7064432787dd39364	1.DeMMO1.steri2.12Dec2019	0.006320047189685683	D1fluid	D1	NA	fluid	exp	NA	800	sterivex	1000	NA	12-Dec-19	d__Bacteria; p__Patescibacteria; c__Parcubacteria; o__Candidatus_Yanofskybacteria; f__Candidatus_Yanofskybacteria; g__Candidatus_Yanofskybacteria	0.7140801570743815	Bacteria	Patescibacteria	Parcubacteria	 Candidatus_Yanofskybacteria	Candidatus_Yanofskybacteria	Candidatus_Yanofskybacteria	NA
77ce002e89da507969dc54d93c0f87a5	11.DeMMO1.tube2.12Dec2019	0.0021066823965618943	D1T2rep	D1	2	Poorman	rep	medium	800	cartridge	0.94	10-Jun-19	12-Dec-19	d__Bacteria; p__Verrucomicrobiota; c__Omnitrophia; o__Omnitrophales	0.9871246498570467	Bacteria	Verrucomicrobiota	Omnitrophia	 Omnitrophales	NA	NA	NA
77f4021ab9474ff5083fe531d4bc615a	13.DeMMO1.tube4.12Dec2019	0.012640094379371365	D1T4exp	D1	4	Ellison	rep	medium	800	cartridge	0.99	10-Jun-19	12-Dec-19	d__Bacteria; p__Bacteroidota; c__Kapabacteria; o__Kapabacteriales; f__Kapabacteriales; g__Kapabacteriales	0.9999184067688309	Bacteria	Bacteroidota	Kapabacteria	 Kapabacteriales	Kapabacteriales	Kapabacteriales	NA
780efd5814eb490bc188e70af216e547	17.DeMMO1.tube8.12Dec2019	0.023173506362180837	D1T8exp	D1	8	Yates	rep	medium	800	cartridge	0.98	10-Jun-19	12-Dec-19	d__Bacteria; p__Actinobacteriota; c__WCHB1-81; o__WCHB1-81; f__WCHB1-81; g__WCHB1-81; s__Omnitrophica_WOR_2	0.999999999821668	Bacteria	Actinobacteriota	WCHB1-81	 WCHB1-81	WCHB1-81	WCHB1-81	Omnitrophica_WOR_2
7818eed42a64da52e65cbc90d51099f9	7.DeMMO1.steri2.10June2019	0.0379202831381141	D1fluid	D1	NA	fluid	rep	NA	800	sterivex	1000	NA	10-Jun-19	d__Bacteria; p__Patescibacteria; c__ABY1; o__Candidatus_Komeilibacteria; f__Candidatus_Komeilibacteria; g__Candidatus_Komeilibacteria; s__Parcubacteria_group	0.9374467884294267	Bacteria	Patescibacteria	ABY1	 Candidatus_Komeilibacteria	Candidatus_Komeilibacteria	Candidatus_Komeilibacteria	Parcubacteria_group
7818eed42a64da52e65cbc90d51099f9	1.DeMMO1.steri2.12Dec2019	0.0737338838796663	D1fluid	D1	NA	fluid	exp	NA	800	sterivex	1000	NA	12-Dec-19	d__Bacteria; p__Patescibacteria; c__ABY1; o__Candidatus_Komeilibacteria; f__Candidatus_Komeilibacteria; g__Candidatus_Komeilibacteria; s__Parcubacteria_group	0.9374467884294267	Bacteria	Patescibacteria	ABY1	 Candidatus_Komeilibacteria	Candidatus_Komeilibacteria	Candidatus_Komeilibacteria	Parcubacteria_group
7818eed42a64da52e65cbc90d51099f9	13.DeMMO1.tube4.12Dec2019	0.01474677677593326	D1T4exp	D1	4	Ellison	rep	medium	800	cartridge	0.99	10-Jun-19	12-Dec-19	d__Bacteria; p__Patescibacteria; c__ABY1; o__Candidatus_Komeilibacteria; f__Candidatus_Komeilibacteria; g__Candidatus_Komeilibacteria; s__Parcubacteria_group	0.9374467884294267	Bacteria	Patescibacteria	ABY1	 Candidatus_Komeilibacteria	Candidatus_Komeilibacteria	Candidatus_Komeilibacteria	Parcubacteria_group
